ROTA,origem,destino,distancia_km,distancia_texto
ATIBAIA/SP:SÃO PAULO/SP,ATIBAIA/SP,SÃO PAULO/SP,67.669,"67,7 km"
IGARAPÉ/MG:UBÁ/MG,IGARAPÉ/MG,UBÁ/MG,279.288,279 km
JUATUBA/MG:UBERLÂNDIA/MG,JUATUBA/MG,UBERLÂNDIA/MG,489.511,490 km
JOINVILLE/SC:SÃO PAULO/SP,JOINVILLE/SC,SÃO PAULO/SP,533.235,533 km
IBIRITÉ/MG:UBERLÂNDIA/MG,IBIRITÉ/MG,UBERLÂNDIA/MG,525.916,526 km
PONTE NOVA/MG:BELO HORIZONTE/MG,PONTE NOVA/MG,BELO HORIZONTE/MG,188.484,188 km
ALÉM PARAÍBA/MG:BELO HORIZONTE/MG,ALÉM PARAÍBA/MG,BELO HORIZONTE/MG,380.391,380 km
MOGI GUAÇU/SP:SÃO PAULO/SP,MOGI GUAÇU/SP,SÃO PAULO/SP,161.679,162 km
MONTE SIÃO/MG:SÃO PAULO/SP,MONTE SIÃO/MG,SÃO PAULO/SP,160.436,160 km
GUARÁ/SP:SÃO PAULO/SP,GUARÁ/SP,SÃO PAULO/SP,401.222,401 km
IBIRACI/MG:RIO DE JANEIRO/RJ,IBIRACI/MG,RIO DE JANEIRO/RJ,686.966,687 km
TEIXEIRA DE FREITAS/BA:BETIM/MG,TEIXEIRA DE FREITAS/BA,BETIM/MG,733.279,733 km
SÃO LOURENÇO/MG:IGARAPÉ/MG,SÃO LOURENÇO/MG,IGARAPÉ/MG,346.366,346 km
AVARÉ/SP:SÃO PAULO/SP,AVARÉ/SP,SÃO PAULO/SP,267.453,267 km
PATOS DE MINAS/MG:SUZANO/SP,PATOS DE MINAS/MG,SUZANO/SP,743.37,743 km
CANOINHAS/SC:SÃO JOSÉ/SC,CANOINHAS/SC,SÃO JOSÉ/SC,348.593,349 km
CARIACICA/ES:SÃO PAULO/SP,CARIACICA/ES,SÃO PAULO/SP,938.376,938 km
IBIRITÉ/MG:SÃO PAULO/SP,IBIRITÉ/MG,SÃO PAULO/SP,573.715,574 km
CAMBORIÚ/SC:SÃO PAULO/SP,CAMBORIÚ/SC,SÃO PAULO/SP,625.608,626 km
VESPASIANO/MG:CAÇAPAVA/SP,VESPASIANO/MG,CAÇAPAVA/SP,555.762,556 km
MANHUAÇU/MG:BETIM/MG,MANHUAÇU/MG,BETIM/MG,309.952,310 km
NOVA SERRANA/MG:SÃO PAULO/SP,NOVA SERRANA/MG,SÃO PAULO/SP,551.529,552 km
GUARULHOS/SP:PATO BRANCO/PR,GUARULHOS/SP,PATO BRANCO/PR,864.862,865 km
RIO DE JANEIRO/RJ:SETE LAGOAS/MG,RIO DE JANEIRO/RJ,SETE LAGOAS/MG,506.061,506 km
ITAPEVA/SP:SÃO PAULO/SP,ITAPEVA/SP,SÃO PAULO/SP,291.762,292 km
IPATINGA/MG:SÃO PAULO/SP,IPATINGA/MG,SÃO PAULO/SP,791.271,791 km
CENTRALINA/MG:RIO DE JANEIRO/RJ,CENTRALINA/MG,RIO DE JANEIRO/RJ,1076.843,1.077 km
CONTAGEM/MG:UBERLÂNDIA/MG,CONTAGEM/MG,UBERLÂNDIA/MG,525.434,525 km
CUIABÁ/MT:RIO VERDE/GO,CUIABÁ/MT,RIO VERDE/GO,705.531,706 km
SUZANO/SP:UNAÍ/MG,SUZANO/SP,UNAÍ/MG,1004.084,1.004 km
ITAJUBÁ/MG:VALINHOS/SP,ITAJUBÁ/MG,VALINHOS/SP,252.925,253 km
IGARAPÉ/MG:SANTO ANDRÉ/SP,IGARAPÉ/MG,SANTO ANDRÉ/SP,568.27,568 km
UBERABA/MG:IGARAPÉ/MG,UBERABA/MG,IGARAPÉ/MG,457.965,458 km
IPATINGA/MG:UBERLÂNDIA/MG,IPATINGA/MG,UBERLÂNDIA/MG,744.131,744 km
BOA ESPERANÇA/MG:RIO DE JANEIRO/RJ,BOA ESPERANÇA/MG,RIO DE JANEIRO/RJ,460.361,460 km
BETIM/MG:BELO HORIZONTE/MG,BETIM/MG,BELO HORIZONTE/MG,39.771,"39,8 km"
NOVA SERRANA/MG:IGARAPÉ/MG,NOVA SERRANA/MG,IGARAPÉ/MG,106.083,106 km
ARAÇATUBA/SP:SÃO PAULO/SP,ARAÇATUBA/SP,SÃO PAULO/SP,521.644,522 km
ITABIRITO/MG:BELO HORIZONTE/MG,ITABIRITO/MG,BELO HORIZONTE/MG,59.754,"59,8 km"
COTIA/SP:SÃO PAULO/SP,COTIA/SP,SÃO PAULO/SP,34.109,"34,1 km"
VENDA NOVA DO IMIGRANTE/ES:SÃO PAULO/SP,VENDA NOVA DO IMIGRANTE/ES,SÃO PAULO/SP,893.729,894 km
BETIM/MG:ARAXÁ/MG,BETIM/MG,ARAXÁ/MG,330.775,331 km
ARAÇUAÍ/MG:RIO DE JANEIRO/RJ,ARAÇUAÍ/MG,RIO DE JANEIRO/RJ,1027.916,1.028 km
LAGOA SANTA/MG:CAÇAPAVA/SP,LAGOA SANTA/MG,CAÇAPAVA/SP,562.294,562 km
BETIM/MG:ITAPERUNA/RJ,BETIM/MG,ITAPERUNA/RJ,390.061,390 km
JUIZ DE FORA/MG:BELO HORIZONTE/MG,JUIZ DE FORA/MG,BELO HORIZONTE/MG,262.414,262 km
SERRANIA/MG:BELO HORIZONTE/MG,SERRANIA/MG,BELO HORIZONTE/MG,376.105,376 km
NOVA SERRANA/MG:SUZANO/SP,NOVA SERRANA/MG,SUZANO/SP,578.105,578 km
FRUTAL/MG:RIO DE JANEIRO/RJ,FRUTAL/MG,RIO DE JANEIRO/RJ,904.257,904 km
SOCORRO/SP:SÃO PAULO/SP,SOCORRO/SP,SÃO PAULO/SP,133.553,134 km
ARAGUARI/MG:RIO DE JANEIRO/RJ,ARAGUARI/MG,RIO DE JANEIRO/RJ,1023.977,1.024 km
ANDRADINA/SP:SÃO PAULO/SP,ANDRADINA/SP,SÃO PAULO/SP,627.319,627 km
CÁSSIA/MG:BELO HORIZONTE/MG,CÁSSIA/MG,BELO HORIZONTE/MG,399.355,399 km
CONTAGEM/MG:BELO HORIZONTE/MG,CONTAGEM/MG,BELO HORIZONTE/MG,21.495,"21,5 km"
CORONEL FABRICIANO/MG:BETIM/MG,CORONEL FABRICIANO/MG,BETIM/MG,224.002,224 km
CAMPOS GERAIS/MG:SÃO PAULO/SP,CAMPOS GERAIS/MG,SÃO PAULO/SP,351.191,351 km
MANTENA/MG:RIO DE JANEIRO/RJ,MANTENA/MG,RIO DE JANEIRO/RJ,772.922,773 km
ONDA VERDE/SP:SÃO PAULO/SP,ONDA VERDE/SP,SÃO PAULO/SP,466.325,466 km
SÃO JOSÉ DOS PINHAIS/PR:UBERLÂNDIA/MG,SÃO JOSÉ DOS PINHAIS/PR,UBERLÂNDIA/MG,981.869,982 km
PALMAS/TO:BELÉM/PA,PALMAS/TO,BELÉM/PA,1209.836,1.210 km
BELO HORIZONTE/MG:SÃO BERNARDO DO CAMPO/SP,BELO HORIZONTE/MG,SÃO BERNARDO DO CAMPO/SP,598.763,599 km
GUARULHOS/SP:IGARAPÉ/MG,GUARULHOS/SP,IGARAPÉ/MG,523.956,524 km
ITAÚNA/MG:BELO HORIZONTE/MG,ITAÚNA/MG,BELO HORIZONTE/MG,86.35,"86,4 km"
NOVA SERRANA/MG:CAÇAPAVA/SP,NOVA SERRANA/MG,CAÇAPAVA/SP,497.531,498 km
RIO DE JANEIRO/RJ:UBERABA/MG,RIO DE JANEIRO/RJ,UBERABA/MG,882.843,883 km
ARAXÁ/MG:IGARAPÉ/MG,ARAXÁ/MG,IGARAPÉ/MG,345.036,345 km
CORONEL FABRICIANO/MG:BELO HORIZONTE/MG,CORONEL FABRICIANO/MG,BELO HORIZONTE/MG,196.73,197 km
ALFENAS/MG:SÃO PAULO/SP,ALFENAS/MG,SÃO PAULO/SP,315.557,316 km
PADRE PARAÍSO/MG:SÃO PAULO/SP,PADRE PARAÍSO/MG,SÃO PAULO/SP,1121.882,1.122 km
NOVA RESENDE/MG:RIO DE JANEIRO/RJ,NOVA RESENDE/MG,RIO DE JANEIRO/RJ,573.79,574 km
CAMPOS ALTOS/MG:BETIM/MG,CAMPOS ALTOS/MG,BETIM/MG,241.295,241 km
EXTREMA/MG:RIO DE JANEIRO/RJ,EXTREMA/MG,RIO DE JANEIRO/RJ,475.804,476 km
GUARULHOS/SP:BELO HORIZONTE/MG,GUARULHOS/SP,BELO HORIZONTE/MG,577.168,577 km
PIRAPOZINHO/SP:SÃO PAULO/SP,PIRAPOZINHO/SP,SÃO PAULO/SP,564.698,565 km
CAÇAPAVA/SP:BELO HORIZONTE/MG,CAÇAPAVA/SP,BELO HORIZONTE/MG,538.374,538 km
BRASÍLIA/DF:BETIM/MG,BRASÍLIA/DF,BETIM/MG,742.211,742 km
LENÇÓIS PAULISTA/SP:SÃO PAULO/SP,LENÇÓIS PAULISTA/SP,SÃO PAULO/SP,287.22,287 km
MONTE ALEGRE DO SUL/SP:SÃO PAULO/SP,MONTE ALEGRE DO SUL/SP,SÃO PAULO/SP,130.31,130 km
SABARÁ/MG:UBERLÂNDIA/MG,SABARÁ/MG,UBERLÂNDIA/MG,558.129,558 km
GUARAPARI/ES:SÃO PAULO/SP,GUARAPARI/ES,SÃO PAULO/SP,896.165,896 km
JOÃO MONLEVADE/MG:RIO DE JANEIRO/RJ,JOÃO MONLEVADE/MG,RIO DE JANEIRO/RJ,559.86,560 km
RIO DE JANEIRO/RJ:MONTES CLAROS/MG,RIO DE JANEIRO/RJ,MONTES CLAROS/MG,857.067,857 km
PASSOS/MG:BELO HORIZONTE/MG,PASSOS/MG,BELO HORIZONTE/MG,354.602,355 km
BELO HORIZONTE/MG:SÃO CARLOS/SP,BELO HORIZONTE/MG,SÃO CARLOS/SP,588.164,588 km
ABRE CAMPO/MG:IGARAPÉ/MG,ABRE CAMPO/MG,IGARAPÉ/MG,264.265,264 km
SÃO PAULO/SP:JABOATÃO DOS GUARARAPES/PE,SÃO PAULO/SP,JABOATÃO DOS GUARARAPES/PE,2654.054,2.654 km
BOTUCATU/SP:SÃO PAULO/SP,BOTUCATU/SP,SÃO PAULO/SP,238.467,238 km
BRAGANÇA PAULISTA/SP:SÃO PAULO/SP,BRAGANÇA PAULISTA/SP,SÃO PAULO/SP,87.477,"87,5 km"
CONCÓRDIA/SC:SÃO PAULO/SP,CONCÓRDIA/SC,SÃO PAULO/SP,829.248,829 km
ITABIRA/MG:RIO DE JANEIRO/RJ,ITABIRA/MG,RIO DE JANEIRO/RJ,550.093,550 km
PATOS DE MINAS/MG:SÃO PAULO/SP,PATOS DE MINAS/MG,SÃO PAULO/SP,700.415,700 km
OURO PRETO/MG:SÃO PAULO/SP,OURO PRETO/MG,SÃO PAULO/SP,629.926,630 km
SÃO LOURENÇO/MG:BETIM/MG,SÃO LOURENÇO/MG,BETIM/MG,363.012,363 km
CASCAVEL/PR:SÃO PAULO/SP,CASCAVEL/PR,SÃO PAULO/SP,911.64,912 km
RAPOSOS/MG:RIO DE JANEIRO/RJ,RAPOSOS/MG,RIO DE JANEIRO/RJ,458.537,459 km
PORTO ALEGRE/RS:SÃO PAULO/SP,PORTO ALEGRE/RS,SÃO PAULO/SP,1144.375,1.144 km
CONGONHAS DO NORTE/MG:CAÇAPAVA/SP,CONGONHAS DO NORTE/MG,CAÇAPAVA/SP,737.047,737 km
PRESIDENTE OLEGÁRIO/MG:BELO HORIZONTE/MG,PRESIDENTE OLEGÁRIO/MG,BELO HORIZONTE/MG,430.442,430 km
RIO DE JANEIRO/RJ:GOVERNADOR VALADARES/MG,RIO DE JANEIRO/RJ,GOVERNADOR VALADARES/MG,593.699,594 km
TURVOLÂNDIA/MG:GUARULHOS/SP,TURVOLÂNDIA/MG,GUARULHOS/SP,244.029,244 km
CRUZEIRO/SP:SÃO PAULO/SP,CRUZEIRO/SP,SÃO PAULO/SP,217.72,218 km
COROMANDEL/MG:RIO DE JANEIRO/RJ,COROMANDEL/MG,RIO DE JANEIRO/RJ,923.829,924 km
SÃO PAULO/SP:MONTES CLAROS/MG,SÃO PAULO/SP,MONTES CLAROS/MG,986.5,986 km
MONTES CLAROS/MG:SÃO PAULO/SP,MONTES CLAROS/MG,SÃO PAULO/SP,980.634,981 km
IGARAPÉ/MG:CORONEL FABRICIANO/MG,IGARAPÉ/MG,CORONEL FABRICIANO/MG,242.055,242 km
SANTA LUZIA/MG:BELO HORIZONTE/MG,SANTA LUZIA/MG,BELO HORIZONTE/MG,17.937,"17,9 km"
UBERLÂNDIA/MG:BELO HORIZONTE/MG,UBERLÂNDIA/MG,BELO HORIZONTE/MG,542.914,543 km
JOÃO MONLEVADE/MG:UBERLÂNDIA/MG,JOÃO MONLEVADE/MG,UBERLÂNDIA/MG,649.499,649 km
SÃO JOSÉ DOS PINHAIS/PR:SÃO PAULO/SP,SÃO JOSÉ DOS PINHAIS/PR,SÃO PAULO/SP,427.228,427 km
SÃO JOSÉ DO MANTIMENTO/MG:IGARAPÉ/MG,SÃO JOSÉ DO MANTIMENTO/MG,IGARAPÉ/MG,389.869,390 km
ARAXÁ/MG:RIO DE JANEIRO/RJ,ARAXÁ/MG,RIO DE JANEIRO/RJ,792.695,793 km
ABRE CAMPO/MG:RIO DE JANEIRO/RJ,ABRE CAMPO/MG,RIO DE JANEIRO/RJ,443.865,444 km
SOROCABA/SP:SÃO PAULO/SP,SOROCABA/SP,SÃO PAULO/SP,103.593,104 km
COTIA/SP:LIMOEIRO DE ANADIA/AL,COTIA/SP,LIMOEIRO DE ANADIA/AL,2399.887,2.400 km
MONTE ALEGRE DE MINAS/MG:BELO HORIZONTE/MG,MONTE ALEGRE DE MINAS/MG,BELO HORIZONTE/MG,611.879,612 km
POUSO ALEGRE/MG:SÃO PAULO/SP,POUSO ALEGRE/MG,SÃO PAULO/SP,211.939,212 km
PRESIDENTE PRUDENTE/SP:SÃO PAULO/SP,PRESIDENTE PRUDENTE/SP,SÃO PAULO/SP,558.13,558 km
SÃO JOÃO DEL REI/MG:APARECIDA DE GOIÂNIA/GO,SÃO JOÃO DEL REI/MG,APARECIDA DE GOIÂNIA/GO,940.872,941 km
PELOTAS/RS:SÃO PAULO/SP,PELOTAS/RS,SÃO PAULO/SP,1390.624,1.391 km
LAVRAS/MG:BELO HORIZONTE/MG,LAVRAS/MG,BELO HORIZONTE/MG,245.25,245 km
ITAJUBÁ/MG:RIO DE JANEIRO/RJ,ITAJUBÁ/MG,RIO DE JANEIRO/RJ,312.288,312 km
SERRA DOS AIMORÉS/MG:BELO HORIZONTE/MG,SERRA DOS AIMORÉS/MG,BELO HORIZONTE/MG,615.614,616 km
JUIZ DE FORA/MG:UBERLÂNDIA/MG,JUIZ DE FORA/MG,UBERLÂNDIA/MG,787.448,787 km
CARMÓPOLIS DE MINAS/MG:IGARAPÉ/MG,CARMÓPOLIS DE MINAS/MG,IGARAPÉ/MG,76.214,"76,2 km"
UBERABA/MG:BELO HORIZONTE/MG,UBERABA/MG,BELO HORIZONTE/MG,483.083,483 km
LAVRAS/MG:SÃO PAULO/SP,LAVRAS/MG,SÃO PAULO/SP,380.252,380 km
BRASÍLIA/DF:SÃO PAULO/SP,BRASÍLIA/DF,SÃO PAULO/SP,1007.505,1.008 km
IGARAPÉ/MG:BARBACENA/MG,IGARAPÉ/MG,BARBACENA/MG,206.86,207 km
BELO HORIZONTE/MG:RIO DE JANEIRO/RJ,BELO HORIZONTE/MG,RIO DE JANEIRO/RJ,442.187,442 km
CHARQUEADA/SP:SÃO PAULO/SP,CHARQUEADA/SP,SÃO PAULO/SP,184.258,184 km
ITAÚNA/MG:RIO DE JANEIRO/RJ,ITAÚNA/MG,RIO DE JANEIRO/RJ,508.892,509 km
PASSOS/MG:RIO DE JANEIRO/RJ,PASSOS/MG,RIO DE JANEIRO/RJ,610.74,611 km
FRUTAL/MG:BETIM/MG,FRUTAL/MG,BETIM/MG,571.148,571 km
RIO DE JANEIRO/RJ:POÇOS DE CALDAS/MG,RIO DE JANEIRO/RJ,POÇOS DE CALDAS/MG,484.9,485 km
SERRA NEGRA/SP:SÃO PAULO/SP,SERRA NEGRA/SP,SÃO PAULO/SP,153.742,154 km
CONTAGEM/MG:SÃO PAULO/SP,CONTAGEM/MG,SÃO PAULO/SP,572.574,573 km
RIO DE JANEIRO/RJ:SÃO BERNARDO DO CAMPO/SP,RIO DE JANEIRO/RJ,SÃO BERNARDO DO CAMPO/SP,463.532,464 km
BORÁ/SP:SÃO PAULO/SP,BORÁ/SP,SÃO PAULO/SP,487.564,488 km
MONTE CARMELO/MG:RIO DE JANEIRO/RJ,MONTE CARMELO/MG,RIO DE JANEIRO/RJ,1032.76,1.033 km
ARAXÁ/MG:BETIM/MG,ARAXÁ/MG,BETIM/MG,333.398,333 km
MANHUAÇU/MG:IGARAPÉ/MG,MANHUAÇU/MG,IGARAPÉ/MG,325.123,325 km
BELO HORIZONTE/MG:MONTES CLAROS/MG,BELO HORIZONTE/MG,MONTES CLAROS/MG,424.871,425 km
BELO HORIZONTE/MG:UBERLÂNDIA/MG,BELO HORIZONTE/MG,UBERLÂNDIA/MG,536.742,537 km
CAXIAS DO SUL/RS:SÃO PAULO/SP,CAXIAS DO SUL/RS,SÃO PAULO/SP,991.748,992 km
CAMANDUCAIA/MG:BELO HORIZONTE/MG,CAMANDUCAIA/MG,BELO HORIZONTE/MG,458.144,458 km
SÃO PAULO/SP:BARUERI/SP,SÃO PAULO/SP,BARUERI/SP,29.066,"29,1 km"
PATOS DE MINAS/MG:UBERLÂNDIA/MG,PATOS DE MINAS/MG,UBERLÂNDIA/MG,216.442,216 km
SÃO PAULO/SP:BELO HORIZONTE/MG,SÃO PAULO/SP,BELO HORIZONTE/MG,592.051,592 km
PATOS DE MINAS/MG:BELO HORIZONTE/MG,PATOS DE MINAS/MG,BELO HORIZONTE/MG,405.355,405 km
SANTA BÁRBARA/MG:SÃO PAULO/SP,SANTA BÁRBARA/MG,SÃO PAULO/SP,690.73,691 km
VÁRZEA DA PALMA/MG:UBERLÂNDIA/MG,VÁRZEA DA PALMA/MG,UBERLÂNDIA/MG,498.694,499 km
SERRA DOS AIMORÉS/MG:SÃO PAULO/SP,SERRA DOS AIMORÉS/MG,SÃO PAULO/SP,1195.74,1.196 km
UBERLÂNDIA/MG:RIO DE JANEIRO/RJ,UBERLÂNDIA/MG,RIO DE JANEIRO/RJ,989.356,989 km
GOVERNADOR VALADARES/MG:SÃO PAULO/SP,GOVERNADOR VALADARES/MG,SÃO PAULO/SP,894.104,894 km
OURO PRETO/MG:BELO HORIZONTE/MG,OURO PRETO/MG,BELO HORIZONTE/MG,102.495,102 km
JOAQUIM TÁVORA/PR:SÃO PAULO/SP,JOAQUIM TÁVORA/PR,SÃO PAULO/SP,413.829,414 km
SANTA MARGARIDA/MG:RIO DE JANEIRO/RJ,SANTA MARGARIDA/MG,RIO DE JANEIRO/RJ,404.371,404 km
BOA ESPERANÇA/MG:BELO HORIZONTE/MG,BOA ESPERANÇA/MG,BELO HORIZONTE/MG,282.175,282 km
GOVERNADOR VALADARES/MG:IGARAPÉ/MG,GOVERNADOR VALADARES/MG,IGARAPÉ/MG,356.421,356 km
ABAETÉ/MG:SÃO PAULO/SP,ABAETÉ/MG,SÃO PAULO/SP,659.216,659 km
ITAPEVI/SP:SÃO PAULO/SP,ITAPEVI/SP,SÃO PAULO/SP,42.613,"42,6 km"
IBIRITÉ/MG:BELO HORIZONTE/MG,IBIRITÉ/MG,BELO HORIZONTE/MG,28.852,"28,9 km"
RIO DE JANEIRO/RJ:FORMIGA/MG,RIO DE JANEIRO/RJ,FORMIGA/MG,545.586,546 km
MONTES CLAROS/MG:UBERLÂNDIA/MG,MONTES CLAROS/MG,UBERLÂNDIA/MG,627.027,627 km
RIO DE JANEIRO/RJ:SANTO ANTÔNIO DO AMPARO/MG,RIO DE JANEIRO/RJ,SANTO ANTÔNIO DO AMPARO/MG,452.01,452 km
CONCEIÇÃO DAS ALAGOAS/MG:IGARAPÉ/MG,CONCEIÇÃO DAS ALAGOAS/MG,IGARAPÉ/MG,512.852,513 km
POUSO ALEGRE/MG:BELO HORIZONTE/MG,POUSO ALEGRE/MG,BELO HORIZONTE/MG,401.685,402 km
JOÃO PINHEIRO/MG:BETIM/MG,JOÃO PINHEIRO/MG,BETIM/MG,407.776,408 km
ITAMONTE/MG:BELO HORIZONTE/MG,ITAMONTE/MG,BELO HORIZONTE/MG,433.512,434 km
MAIRIPORÃ/SP:SÃO PAULO/SP,MAIRIPORÃ/SP,SÃO PAULO/SP,38.949,"38,9 km"
SÃO JOSÉ DOS PINHAIS/PR:PATOS DE MINAS/MG,SÃO JOSÉ DOS PINHAIS/PR,PATOS DE MINAS/MG,1090.572,1.091 km
GUARULHOS/SP:SÃO JOSÉ DOS CAMPOS/SP,GUARULHOS/SP,SÃO JOSÉ DOS CAMPOS/SP,74.919,"74,9 km"
VARGINHA/MG:RIO DE JANEIRO/RJ,VARGINHA/MG,RIO DE JANEIRO/RJ,397.897,398 km
BELO ORIENTE/MG:BELO HORIZONTE/MG,BELO ORIENTE/MG,BELO HORIZONTE/MG,252.232,252 km
GOVERNADOR VALADARES/MG:UBERLÂNDIA/MG,GOVERNADOR VALADARES/MG,UBERLÂNDIA/MG,846.964,847 km
RIO DE JANEIRO/RJ:BETIM/MG,RIO DE JANEIRO/RJ,BETIM/MG,461.408,461 km
IGARAPÉ/MG:BELO HORIZONTE/MG,IGARAPÉ/MG,BELO HORIZONTE/MG,54.313,"54,3 km"
SÃO GOTARDO/MG:BETIM/MG,SÃO GOTARDO/MG,BETIM/MG,276.754,277 km
BETIM/MG:SÃO PAULO/SP,BETIM/MG,SÃO PAULO/SP,554.55,555 km
PARAISÓPOLIS/MG:BELO HORIZONTE/MG,PARAISÓPOLIS/MG,BELO HORIZONTE/MG,441.595,442 km
CAMAÇARI/BA:SÃO BERNARDO DO CAMPO/SP,CAMAÇARI/BA,SÃO BERNARDO DO CAMPO/SP,1989.663,1.990 km
TRÊS PONTAS/MG:RIO DE JANEIRO/RJ,TRÊS PONTAS/MG,RIO DE JANEIRO/RJ,425.44,425 km
IGARAPÉ/MG:UNAÍ/MG,IGARAPÉ/MG,UNAÍ/MG,624.246,624 km
IPATINGA/MG:IGARAPÉ/MG,IPATINGA/MG,IGARAPÉ/MG,253.588,254 km
SETE LAGOAS/MG:UBERLÂNDIA/MG,SETE LAGOAS/MG,UBERLÂNDIA/MG,581.605,582 km
RIO DE JANEIRO/RJ:LIMA DUARTE/MG,RIO DE JANEIRO/RJ,LIMA DUARTE/MG,237.542,238 km
GOVERNADOR VALADARES/MG:RIO DE JANEIRO/RJ,GOVERNADOR VALADARES/MG,RIO DE JANEIRO/RJ,593.363,593 km
IBIRITÉ/MG:RIO DE JANEIRO/RJ,IBIRITÉ/MG,RIO DE JANEIRO/RJ,446.927,447 km
JUIZ DE FORA/MG:CAÇAPAVA/SP,JUIZ DE FORA/MG,CAÇAPAVA/SP,386.167,386 km
SIQUEIRA CAMPOS/PR:SÃO PAULO/SP,SIQUEIRA CAMPOS/PR,SÃO PAULO/SP,416.575,417 km
JUIZ DE FORA/MG:SUZANO/SP,JUIZ DE FORA/MG,SUZANO/SP,483.934,484 km
RIO DE JANEIRO/RJ:BELO HORIZONTE/MG,RIO DE JANEIRO/RJ,BELO HORIZONTE/MG,442.088,442 km
BRUMADINHO/MG:BELO HORIZONTE/MG,BRUMADINHO/MG,BELO HORIZONTE/MG,63.777,"63,8 km"
IGARAPÉ/MG:UBERABA/MG,IGARAPÉ/MG,UBERABA/MG,459.523,460 km
BETIM/MG:UBERLÂNDIA/MG,BETIM/MG,UBERLÂNDIA/MG,505.229,505 km
CURVELO/MG:RIO DE JANEIRO/RJ,CURVELO/MG,RIO DE JANEIRO/RJ,593.502,594 km
SANTA LUZIA/MG:UBERLÂNDIA/MG,SANTA LUZIA/MG,UBERLÂNDIA/MG,551.315,551 km
ELÓI MENDES/MG:RIO DE JANEIRO/RJ,ELÓI MENDES/MG,RIO DE JANEIRO/RJ,411.235,411 km
DATAS/MG:JUATUBA/MG,DATAS/MG,JUATUBA/MG,293.559,294 km
IPATINGA/MG:RIO DE JANEIRO/RJ,IPATINGA/MG,RIO DE JANEIRO/RJ,568.102,568 km
JANUÁRIA/MG:RIO DE JANEIRO/RJ,JANUÁRIA/MG,RIO DE JANEIRO/RJ,1021.217,1.021 km
BADY BASSITT/SP:SÃO PAULO/SP,BADY BASSITT/SP,SÃO PAULO/SP,450.997,451 km
ALFENAS/MG:RIO DE JANEIRO/RJ,ALFENAS/MG,RIO DE JANEIRO/RJ,461.892,462 km
RIO DE JANEIRO/RJ:PITANGUI/MG,RIO DE JANEIRO/RJ,PITANGUI/MG,554.221,554 km
MONTES CLAROS/MG:RIO DE JANEIRO/RJ,MONTES CLAROS/MG,RIO DE JANEIRO/RJ,852.645,853 km
MATOZINHOS/MG:IGARAPÉ/MG,MATOZINHOS/MG,IGARAPÉ/MG,90.995,"91,0 km"
ITUIUTABA/MG:IGARAPÉ/MG,ITUIUTABA/MG,IGARAPÉ/MG,653.607,654 km
NATAL/RN:BELO HORIZONTE/MG,NATAL/RN,BELO HORIZONTE/MG,2383.086,2.383 km
IGARAPÉ/MG:IPATINGA/MG,IGARAPÉ/MG,IPATINGA/MG,255.989,256 km
GOVERNADOR VALADARES/MG:BETIM/MG,GOVERNADOR VALADARES/MG,BETIM/MG,341.25,341 km
OURINHOS/SP:SÃO PAULO/SP,OURINHOS/SP,SÃO PAULO/SP,372.59,373 km
UBERLÂNDIA/MG:IGARAPÉ/MG,UBERLÂNDIA/MG,IGARAPÉ/MG,517.796,518 km
BAURU/SP:SÃO PAULO/SP,BAURU/SP,SÃO PAULO/SP,331.083,331 km
RIBEIRÃO DAS NEVES/MG:RIO DE JANEIRO/RJ,RIBEIRÃO DAS NEVES/MG,RIO DE JANEIRO/RJ,466.045,466 km
VESPASIANO/MG:RIO DE JANEIRO/RJ,VESPASIANO/MG,RIO DE JANEIRO/RJ,472.981,473 km
PATOS DE MINAS/MG:RIO DE JANEIRO/RJ,PATOS DE MINAS/MG,RIO DE JANEIRO/RJ,827.897,828 km
CONCEIÇÃO DO MATO DENTRO/MG:BETIM/MG,CONCEIÇÃO DO MATO DENTRO/MG,BETIM/MG,191.131,191 km
TOLEDO/PR:SÃO PAULO/SP,TOLEDO/PR,SÃO PAULO/SP,908.891,909 km
CONTAGEM/MG:RIO DE JANEIRO/RJ,CONTAGEM/MG,RIO DE JANEIRO/RJ,444.037,444 km
CONCEIÇÃO DO MATO DENTRO/MG:IGARAPÉ/MG,CONCEIÇÃO DO MATO DENTRO/MG,IGARAPÉ/MG,206.302,206 km
LAGOA SANTA/MG:RIO DE JANEIRO/RJ,LAGOA SANTA/MG,RIO DE JANEIRO/RJ,479.512,480 km
BELO HORIZONTE/MG:JUIZ DE FORA/MG,BELO HORIZONTE/MG,JUIZ DE FORA/MG,267.291,267 km
SANTA LUZIA/MG:RIO DE JANEIRO/RJ,SANTA LUZIA/MG,RIO DE JANEIRO/RJ,461.675,462 km
RIO CLARO/SP:SÃO PAULO/SP,RIO CLARO/SP,SÃO PAULO/SP,177.162,177 km
ITUIUTABA/MG:RIO DE JANEIRO/RJ,ITUIUTABA/MG,RIO DE JANEIRO/RJ,1085.125,1.085 km
RIO DE JANEIRO/RJ:JEQUITIBÁ/MG,RIO DE JANEIRO/RJ,JEQUITIBÁ/MG,544.167,544 km
RIO DE JANEIRO/RJ:RIBEIRÃO DAS NEVES/MG,RIO DE JANEIRO/RJ,RIBEIRÃO DAS NEVES/MG,465.274,465 km
